avg	min	max
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	0.00	0.09
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	0.00	0.09
0.00	-0.01	0.00
0.00	0.00	0.09
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	0.00	0.09
0.00	-0.01	0.00
0.00	0.00	0.09
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.00	-0.01	0.00
0.01	0.00	0.09
0.01	0.00	0.09
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	0.00	0.09
0.01	0.00	0.09
0.01	0.00	0.09
0.01	0.00	0.09
0.01	0.00	0.09
0.01	-0.01	0.00
0.01	0.00	0.09
0.01	-0.01	0.00
0.01	0.00	0.09
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	0.00	0.09
0.01	-0.01	0.00
0.01	0.00	0.09
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.01	-0.01	0.00
0.02	0.00	0.09
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	0.00	0.09
0.02	0.00	0.09
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	0.00	0.09
0.02	-0.01	0.00
0.02	0.00	0.09
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	0.00	0.09
0.02	0.00	0.09
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	0.00	0.09
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	0.00	0.09
0.02	0.00	0.09
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	0.00	0.09
0.02	-0.01	0.00
0.02	0.00	0.09
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	0.00	0.09
0.02	-0.01	0.00
0.02	0.00	0.09
0.02	0.00	0.09
0.02	0.00	0.09
0.03	0.00	0.09
0.03	-0.01	0.00
0.03	0.00	0.09
0.03	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.10
0.02	-0.01	0.10
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.00
0.02	-0.01	0.10
0.02	-0.01	0.00
0.02	-0.01	0.10
0.02	0.00	0.09
0.02	0.00	0.09
0.02	-0.01	0.10
0.03	0.00	0.09
0.03	-0.01	0.00
0.03	0.00	0.09
0.03	0.00	0.09
0.03	-0.01	0.00
0.03	0.00	0.09
0.03	-0.01	0.10
0.03	0.00	0.09
0.03	0.00	0.09
0.03	-0.01	0.00
0.03	-0.01	0.10
0.03	-0.01	0.00
0.03	0.00	0.09
0.03	-0.01	0.00
0.03	-0.02	0.10
0.03	-0.01	0.00
0.03	-0.01	0.00
0.03	-0.01	0.10
0.03	-0.01	0.00
0.03	-0.01	0.10
0.04	-0.01	0.10
0.04	-0.01	0.10
0.04	-0.01	0.00
0.04	-0.01	0.00
0.04	-0.01	0.00
0.04	0.00	0.09
0.04	0.00	0.09
0.04	0.00	0.09
0.04	-0.01	0.00
0.04	0.00	0.09
0.04	-0.01	0.10
0.04	0.00	0.09
0.04	-0.01	0.10
0.04	-0.01	0.00
0.04	-0.01	0.10
0.04	0.00	0.09
0.04	-0.01	0.00
0.04	-0.01	0.00
0.04	0.00	0.09
0.04	-0.01	0.00
0.04	-0.01	0.00
0.04	-0.01	0.10
0.04	-0.01	0.00
0.04	-0.01	0.00
0.04	0.00	0.09
0.04	-0.01	0.00
0.04	-0.01	0.00
0.05	0.00	0.09
0.05	-0.01	0.10
0.05	-0.01	0.10
0.05	-0.01	0.00
0.05	0.00	0.09
0.05	-0.01	0.00
0.05	-0.01	0.00
0.05	0.00	0.09
0.05	0.00	0.09
0.05	-0.01	0.00
0.05	-0.01	0.00
0.05	0.00	0.09
0.05	-0.01	0.00
0.05	0.00	0.09
0.05	-0.01	0.00
0.05	0.09	0.10
0.05	-0.01	0.00
0.05	0.00	0.09
0.05	-0.01	0.00
0.05	-0.01	0.10
0.05	-0.01	0.00
0.05	-0.01	0.00
0.05	0.00	0.09
0.05	0.00	0.09
0.05	0.00	0.09
0.05	0.09	0.10
0.05	0.00	0.09
0.05	-0.01	0.00
0.05	-0.01	0.00
0.05	-0.01	0.00
0.05	-0.01	0.00
0.05	0.00	0.09
0.05	0.00	0.09
0.05	0.00	0.09
0.05	0.00	0.09
0.05	-0.01	0.00
0.05	-0.01	0.10
0.05	0.00	0.09
0.05	-0.01	0.00
0.06	0.39	0.40
0.06	0.10	0.19
0.06	0.09	0.10
0.06	0.19	0.30
0.06	0.09	0.10
0.07	0.80	0.89
0.07	0.39	0.40
0.07	-0.01	0.00
0.07	-0.01	0.00
0.07	-0.01	0.10
0.07	0.00	0.09
0.07	-0.01	0.00
0.07	0.00	0.09
0.07	-0.01	0.00
0.07	0.10	0.19
0.07	0.10	0.19
0.07	0.00	0.09
0.07	0.00	0.09
0.08	0.00	0.09
0.08	0.00	0.09
0.07	-0.01	0.00
0.07	0.00	0.09
0.07	0.00	0.09
0.07	-0.01	0.00
0.07	0.00	0.09
0.07	-0.01	0.00
0.07	-0.01	0.10
0.07	-0.01	0.00
0.07	0.00	0.09
0.07	-0.01	0.00
0.07	-0.01	0.00
0.07	-0.01	0.00
0.07	-0.01	0.00
0.07	0.00	0.09
0.07	0.00	0.09
0.07	-0.01	0.00
0.07	0.09	0.10
0.07	0.00	0.09
0.07	0.00	0.09
0.08	0.19	0.20
0.08	-0.02	0.10
0.08	-0.01	0.10
0.08	0.09	0.20
0.08	0.00	0.09
0.08	0.09	0.10
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	0.00	0.09
0.08	-0.01	0.10
0.08	0.09	0.10
0.08	-0.01	0.10
0.08	0.00	0.09
0.08	-0.01	0.10
0.08	-0.01	0.10
0.08	-0.01	0.10
0.08	0.09	0.10
0.08	-0.01	0.10
0.08	0.00	0.09
0.08	-0.01	0.10
0.08	0.00	0.09
0.08	-0.01	0.10
0.08	-0.01	0.10
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	0.00	0.09
0.08	0.00	0.09
0.09	-0.01	0.10
0.09	-0.01	0.10
0.09	-0.01	0.10
0.09	0.00	0.09
0.09	0.00	0.09
0.09	-0.01	0.00
0.09	0.00	0.09
0.09	-0.02	0.10
0.09	0.19	0.20
0.09	0.00	0.09
0.09	-0.01	0.00
0.09	0.09	0.10
0.09	-0.01	0.00
0.09	-0.01	0.10
0.09	0.00	0.09
0.09	0.00	0.09
0.09	-0.01	0.10
0.09	-0.01	0.10
0.09	0.09	0.10
0.09	0.00	0.09
0.09	0.09	0.10
0.09	-0.01	0.00
0.09	0.09	0.20
0.09	-0.01	0.10
0.10	0.09	0.10
0.10	0.00	0.09
0.10	-0.01	0.10
0.10	0.00	0.09
0.10	-0.01	0.10
0.10	0.00	0.09
0.10	0.09	0.20
0.10	-0.01	0.00
0.10	-0.01	0.00
0.09	-0.01	0.00
0.09	-0.01	0.00
0.09	0.29	0.30
0.09	-0.01	0.10
0.09	0.09	0.10
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	-0.01	0.10
0.08	-0.01	0.10
0.08	-0.01	0.10
0.08	-0.01	0.00
0.08	0.09	0.10
0.08	0.29	0.30
0.08	-0.01	0.10
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	0.09	0.10
0.08	-0.01	0.00
0.08	-0.01	0.00
0.07	-0.01	0.00
0.08	0.19	0.20
0.08	-0.01	0.00
0.08	0.09	0.20
0.08	0.00	0.09
0.08	-0.01	0.00
0.08	0.00	0.09
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	-0.01	0.10
0.08	-0.01	0.00
0.08	0.09	0.10
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	-0.01	0.00
0.08	0.00	0.09
0.07	-0.01	0.00
0.07	-0.01	0.10
0.07	-0.01	0.00
0.07	-0.01	0.00
0.07	0.09	0.20
0.07	-0.01	0.10
0.07	-0.01	0.00
0.07	-0.01	0.00
0.07	-0.01	0.00
0.07	0.10	0.19
0.07	-0.01	0.00
0.07	-0.01	0.00
0.07	0.09	0.20
0.07	-0.01	0.00
0.07	-0.01	0.10
0.07	-0.01	0.10
0.07	-0.01	0.00
0.07	-0.01	0.10
0.07	-0.01	0.00
0.07	-0.01	0.00
0.07	-0.01	0.10
0.07	0.00	0.09
0.07	-0.01	0.10
0.07	-0.01	0.10
0.07	-0.01	0.10
0.07	0.19	0.30
0.07	-0.01	0.00
0.07	-0.01	0.00
0.07	-0.01	0.10
0.07	-0.01	0.10
0.07	0.00	0.09
0.07	-0.01	0.00
0.07	0.00	0.09
0.07	-0.01	0.00
0.07	0.09	0.10
0.07	-0.01	0.00
0.07	0.00	0.09
0.07	-0.01	0.00
0.07	0.09	0.20
0.07	-0.01	0.10
0.07	-0.01	0.10
0.07	0.00	0.09
0.07	-0.01	0.00
0.07	-0.01	0.00
0.07	0.00	0.09
0.07	-0.01	0.10
0.07	0.00	0.09
0.07	-0.01	0.00
0.07	0.29	0.30
0.07	0.19	0.20
0.07	0.00	0.09
0.07	0.09	0.20
0.07	-0.01	0.10
0.07	0.00	0.09
0.07	0.19	0.20
0.07	-0.01	0.00
0.07	0.39	0.50
0.07	0.00	0.09
0.07	0.09	0.10
0.08	0.19	0.20
0.08	-0.01	0.10
0.08	-0.01	0.00
0.08	0.19	0.30
0.08	-0.01	0.00
0.08	-0.01	0.00
0.07	-0.01	0.00
0.07	-0.01	0.00
0.08	-0.01	0.10
0.08	0.09	0.10
0.08	0.09	0.10
0.08	0.09	0.20
0.08	0.09	0.20
0.08	-0.01	0.10
0.08	0.29	0.40
0.08	0.00	0.09
0.08	-0.01	0.10
0.08	0.09	0.10
0.08	0.19	0.30
0.09	-0.01	0.10
0.09	-0.01	0.10
0.09	-0.01	0.00
0.09	-0.01	0.00
0.09	0.00	0.09
0.09	0.00	0.09
0.09	-0.01	0.10
0.09	-0.01	0.10
0.09	-0.01	0.10
0.09	-0.01	0.10
0.09	-0.01	0.00
0.09	-0.01	0.00
0.09	-0.01	0.10
0.09	0.19	0.30
0.09	0.49	0.50
0.09	-0.01	0.00
0.10	0.19	0.30
0.10	-0.01	0.10
0.10	0.29	0.30
0.10	0.40	0.49
0.11	0.69	0.70
0.11	-0.01	0.10
0.12	1.20	1.29
0.12	-0.01	0.10
0.12	-0.01	0.00
0.13	0.29	0.40
0.15	1.79	1.90
0.15	-0.01	0.10
0.15	-0.01	0.00
0.15	-0.01	0.10
0.15	-0.01	0.00
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	0.09	0.20
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	0.09	0.20
0.15	-0.01	0.00
0.15	-0.01	0.10
0.15	0.00	0.09
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	0.00	0.09
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	0.09	0.20
0.15	-0.01	0.10
0.15	0.09	0.20
0.15	0.09	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.16	-0.01	0.10
0.16	0.29	0.30
0.16	-0.01	0.00
0.16	0.09	0.20
0.16	-0.01	0.10
0.16	0.09	0.10
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	0.19	0.30
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	0.09	0.10
0.17	0.09	0.20
0.17	0.49	0.60
0.17	-0.01	0.10
0.17	-0.01	0.00
0.17	-0.01	0.10
0.16	-0.01	0.00
0.16	0.09	0.10
0.16	-0.01	0.00
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	0.09	0.20
0.16	-0.01	0.10
0.16	0.39	0.40
0.16	0.09	0.10
0.16	-0.01	0.10
0.16	-0.01	0.10
0.17	0.09	0.10
0.17	0.09	0.10
0.17	-0.01	0.10
0.17	-0.01	0.10
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	0.09	0.20
0.16	0.09	0.10
0.16	0.09	0.10
0.16	0.09	0.10
0.16	-0.01	0.10
0.16	0.09	0.20
0.16	-0.01	0.10
0.16	0.09	0.20
0.16	0.09	0.10
0.16	-0.01	0.10
0.17	0.39	0.50
0.17	-0.01	0.00
0.17	-0.01	0.10
0.18	1.29	1.40
0.18	0.09	0.10
0.18	-0.01	0.10
0.18	-0.01	0.10
0.20	2.19	2.20
0.20	-0.01	0.10
0.20	0.09	0.20
0.21	0.99	1.00
0.21	-0.01	0.10
0.21	-0.01	0.10
0.21	-0.01	0.10
0.20	-0.01	0.00
0.20	0.09	0.10
0.19	-0.01	0.10
0.19	-0.01	0.10
0.18	-0.01	0.10
0.18	0.00	0.09
0.18	-0.01	0.10
0.18	-0.01	0.10
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	0.09	0.20
0.16	0.09	0.20
0.16	-0.01	0.00
0.16	-0.01	0.10
0.16	-0.01	0.10
0.17	0.29	0.40
0.17	0.09	0.10
0.17	0.00	0.09
0.16	-0.01	0.10
0.16	-0.01	0.00
0.17	0.09	0.20
0.17	0.10	0.19
0.17	0.10	0.19
0.17	-0.01	0.10
0.17	-0.01	0.10
0.17	-0.01	0.10
0.17	-0.01	0.10
0.17	0.09	0.10
0.17	-0.01	0.00
0.17	-0.01	0.00
0.16	-0.01	0.00
0.19	2.39	2.50
0.19	-0.01	0.10
0.19	-0.01	0.10
0.19	-0.01	0.10
0.19	-0.01	0.10
0.19	0.00	0.09
0.19	-0.01	0.10
0.19	0.19	0.30
0.19	0.30	0.39
0.19	0.19	0.30
0.19	-0.01	0.10
0.19	-0.01	0.10
0.19	0.19	0.30
0.19	0.09	0.20
0.19	-0.01	0.10
0.19	-0.01	0.10
0.19	0.09	0.20
0.19	0.19	0.20
0.19	-0.01	0.10
0.20	0.10	0.19
0.19	0.09	0.10
0.20	0.69	0.80
0.20	-0.01	0.10
0.20	0.09	0.20
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	-0.01	0.00
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	-0.01	0.00
0.20	0.09	0.20
0.20	0.09	0.20
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	0.10	0.19
0.20	0.29	0.30
0.20	-0.01	0.10
0.20	0.29	0.30
0.20	0.19	0.20
0.20	-0.01	0.10
0.20	0.19	0.30
0.20	-0.01	0.10
0.21	0.50	0.59
0.21	-0.01	0.10
0.21	0.09	0.10
0.21	-0.01	0.10
0.21	0.09	0.20
0.21	0.09	0.10
0.21	0.09	0.10
0.21	-0.01	0.10
0.21	0.19	0.20
0.21	-0.01	0.00
0.21	-0.01	0.10
0.20	-0.01	0.10
0.20	-0.01	0.10
0.21	0.19	0.30
0.20	0.49	0.50
0.20	0.19	0.30
0.20	0.09	0.20
0.20	0.29	0.40
0.18	-0.01	0.00
0.18	0.29	0.30
0.18	0.09	0.10
0.17	-0.01	0.10
0.18	0.29	0.40
0.18	0.39	0.50
0.18	-0.01	0.10
0.18	0.29	0.40
0.19	0.49	0.60
0.19	0.09	0.10
0.19	0.19	0.30
0.19	0.09	0.10
0.19	0.09	0.10
0.19	-0.01	0.10
0.19	0.09	0.20
0.19	0.09	0.10
0.20	0.30	0.39
0.20	0.30	0.39
0.20	-0.01	0.10
0.20	0.29	0.40
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	0.19	0.30
0.20	0.29	0.30
0.21	0.70	0.79
0.21	-0.01	0.00
0.21	0.09	0.10
0.21	0.49	0.60
0.21	0.09	0.20
0.21	-0.01	0.10
0.21	0.10	0.19
0.21	0.09	0.10
0.21	0.09	0.10
0.21	-0.01	0.10
0.21	-0.01	0.10
0.21	0.09	0.10
0.22	0.19	0.30
0.22	0.19	0.30
0.20	0.09	0.10
0.20	0.79	0.90
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	0.09	0.10
0.20	-0.01	0.00
0.20	0.19	0.30
0.20	0.09	0.20
0.20	0.09	0.10
0.20	0.09	0.10
0.20	-0.01	0.10
0.20	0.09	0.10
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	0.09	0.10
0.20	0.09	0.10
0.20	0.69	0.70
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	0.49	0.60
0.20	0.09	0.20
0.20	0.49	0.50
0.21	0.89	0.90
0.21	0.09	0.20
0.21	-0.01	0.00
0.21	-0.01	0.10
0.21	-0.01	0.10
0.22	1.09	1.20
0.23	0.60	0.69
0.23	0.00	0.09
0.23	0.09	0.10
0.23	-0.01	0.10
0.23	-0.01	0.10
0.23	-0.01	0.10
0.23	0.29	0.40
0.24	0.89	0.90
0.23	-0.01	0.10
0.23	-0.01	0.10
0.23	-0.01	0.10
0.23	0.09	0.20
0.23	-0.01	0.00
0.23	-0.01	0.10
0.23	-0.01	0.10
0.22	-0.01	0.10
0.22	-0.01	0.10
0.22	0.00	0.09
0.23	0.40	0.49
0.23	0.00	0.09
0.23	-0.01	0.10
0.23	0.19	0.20
0.23	-0.01	0.10
0.23	-0.01	0.10
0.23	0.09	0.10
0.23	0.00	0.09
0.23	-0.01	0.10
0.23	-0.01	0.10
0.23	-0.01	0.10
0.22	0.09	0.20
0.22	0.29	0.40
0.22	0.09	0.10
0.22	-0.01	0.10
0.22	-0.01	0.10
0.22	0.00	0.09
0.22	-0.01	0.00
0.22	-0.01	0.00
0.21	-0.01	0.10
0.21	0.19	0.20
0.21	0.09	0.10
0.21	0.00	0.09
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	0.19	0.20
0.20	0.09	0.10
0.20	0.00	0.09
0.20	0.09	0.10
0.20	-0.01	0.10
0.20	0.00	0.09
0.20	0.00	0.09
0.19	0.00	0.09
0.19	0.09	0.20
0.19	-0.01	0.10
0.19	-0.01	0.10
0.19	0.09	0.10
0.19	-0.01	0.00
0.19	0.00	0.09
0.18	-0.01	0.10
0.18	0.00	0.09
0.18	0.00	0.09
0.18	0.00	0.09
0.17	-0.01	0.10
0.17	-0.01	0.10
0.17	-0.01	0.10
0.17	-0.01	0.10
0.17	-0.01	0.10
0.17	-0.01	0.10
0.17	0.09	0.10
0.17	-0.01	0.00
0.17	-0.01	0.00
0.17	0.00	0.09
0.17	-0.01	0.00
0.16	0.09	0.20
0.16	-0.01	0.10
0.16	0.09	0.20
0.16	-0.01	0.10
0.16	-0.01	0.00
0.16	-0.01	0.10
0.16	0.19	0.30
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	-0.01	0.10
0.16	0.09	0.10
0.16	-0.01	0.10
0.16	0.09	0.10
0.16	-0.01	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	0.09	0.10
0.15	0.19	0.20
0.14	-0.01	0.10
0.14	-0.01	0.10
0.14	0.09	0.10
0.14	-0.01	0.10
0.14	-0.01	0.10
0.14	0.09	0.10
0.13	0.09	0.10
0.12	0.09	0.10
0.12	0.09	0.10
0.12	-0.01	0.10
0.12	0.09	0.10
0.12	0.09	0.10
0.12	0.09	0.10
0.12	0.09	0.10
0.11	-0.01	0.10
0.11	-0.01	0.10
0.11	-0.01	0.10
0.11	-0.01	0.10
0.11	-0.01	0.10
0.11	0.00	0.09
0.11	-0.01	0.10
0.11	-0.01	0.10
0.11	-0.01	0.10
0.11	-0.01	0.10
0.11	-0.01	0.00
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	0.09	0.10
0.10	0.09	0.10
0.10	0.09	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	0.09	0.10
0.10	0.09	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.00
0.10	0.09	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	0.09	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.00
0.10	0.09	0.10
