avg	min	max
0.10	-0.01	0.00
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	0.09	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	0.09	0.10
0.10	-0.01	0.10
0.10	0.09	0.10
0.10	0.09	0.10
0.10	0.09	0.10
0.10	-0.01	0.00
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	0.09	0.10
0.10	0.09	0.10
0.10	0.09	0.10
0.09	-0.01	0.00
0.09	-0.01	0.10
0.10	0.09	0.10
0.10	0.09	0.10
0.10	-0.01	0.10
0.10	0.09	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	0.09	0.10
0.10	0.19	0.30
0.10	0.09	0.10
0.10	0.09	0.10
0.10	0.09	0.10
0.10	0.09	0.10
0.10	-0.01	0.10
0.10	0.29	0.40
0.10	-0.01	0.10
0.10	0.19	0.20
0.10	-0.01	0.00
0.10	0.09	0.20
0.10	0.09	0.10
0.10	0.00	0.09
0.10	-0.01	0.10
0.10	0.00	0.09
0.10	0.09	0.10
0.10	0.09	0.10
0.10	0.09	0.10
0.10	0.09	0.20
0.10	-0.01	0.10
0.10	0.09	0.10
0.10	0.00	0.09
0.10	-0.01	0.10
0.10	0.10	0.19
0.10	-0.01	0.00
0.10	-0.01	0.10
0.10	-0.01	0.10
0.10	0.09	0.20
0.10	0.09	0.10
0.10	0.19	0.20
0.10	0.09	0.20
0.10	-0.01	0.10
0.10	0.09	0.20
0.10	-0.01	0.10
0.10	0.09	0.10
0.10	-0.01	0.10
0.10	-0.01	0.10
0.11	0.29	0.40
0.11	-0.01	0.10
0.11	-0.01	0.10
0.11	-0.01	0.10
0.11	0.09	0.10
0.11	0.09	0.10
0.11	-0.01	0.10
0.11	-0.01	0.10
0.11	0.19	0.20
0.11	0.49	0.50
0.11	-0.01	0.10
0.11	0.09	0.20
0.12	0.09	0.20
0.12	0.09	0.10
0.12	-0.01	0.10
0.12	0.09	0.20
0.12	-0.01	0.10
0.12	0.49	0.60
0.12	0.09	0.10
0.12	0.09	0.10
0.12	0.09	0.10
0.12	-0.01	0.10
0.12	0.09	0.10
0.12	0.00	0.09
0.12	0.09	0.20
0.12	0.09	0.10
0.12	0.09	0.20
0.13	0.19	0.20
0.13	0.19	0.20
0.13	0.19	0.30
0.14	0.99	1.10
0.14	0.19	0.20
0.14	0.09	0.20
0.14	-0.01	0.10
0.14	0.09	0.10
0.14	0.19	0.20
0.14	0.09	0.10
0.14	0.09	0.10
0.14	0.00	0.09
0.14	-0.01	0.10
0.14	-0.01	0.10
0.14	0.09	0.10
0.14	-0.01	0.00
0.14	-0.01	0.10
0.14	-0.01	0.00
0.14	0.09	0.10
0.14	-0.01	0.10
0.14	-0.01	0.10
0.14	-0.01	0.10
0.14	-0.01	0.10
0.14	-0.01	0.00
0.14	0.29	0.30
0.15	0.69	0.70
0.15	-0.01	0.00
0.15	0.09	0.10
0.15	0.19	0.20
0.15	0.09	0.20
0.15	0.09	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	0.09	0.10
0.15	0.09	0.10
0.15	-0.01	0.10
0.15	0.09	0.10
0.15	-0.01	0.10
0.15	0.09	0.10
0.15	0.09	0.10
0.15	0.09	0.10
0.15	0.09	0.10
0.15	0.09	0.10
0.15	0.09	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	0.49	0.50
0.15	-0.01	0.10
0.15	0.09	0.10
0.15	-0.01	0.10
0.15	0.09	0.10
0.15	-0.01	0.10
0.15	0.09	0.10
0.15	0.09	0.10
0.15	0.09	0.10
0.15	0.09	0.10
0.15	0.09	0.10
0.15	0.19	0.20
0.15	-0.01	0.10
0.15	0.40	0.49
0.15	-0.01	0.10
0.15	0.09	0.10
0.15	-0.01	0.10
0.15	0.19	0.20
0.15	-0.01	0.10
0.15	0.09	0.10
0.15	-0.01	0.10
0.15	-0.01	0.10
0.15	0.19	0.20
0.15	-0.01	0.10
0.15	0.49	0.50
0.15	0.09	0.20
0.16	0.29	0.40
0.16	0.09	0.20
0.16	0.09	0.20
0.16	0.09	0.10
0.16	-0.01	0.10
0.16	0.49	0.50
0.18	1.49	1.50
0.18	0.79	0.80
0.18	0.19	0.20
0.18	0.19	0.20
0.18	0.19	0.20
0.18	-0.01	0.10
0.18	-0.01	0.10
0.18	-0.01	0.10
0.18	-0.01	0.10
0.17	-0.01	0.00
0.18	1.09	1.10
0.18	-0.01	0.10
0.18	0.09	0.10
0.18	0.09	0.10
0.18	0.09	0.20
0.18	0.09	0.10
0.18	0.09	0.10
0.18	-0.01	0.10
0.18	-0.01	0.10
0.18	-0.01	0.10
0.18	0.09	0.10
0.18	-0.01	0.10
0.17	0.29	0.30
0.18	1.19	1.20
0.18	-0.01	0.10
0.18	0.00	0.09
0.18	0.09	0.20
0.18	-0.01	0.00
0.18	-0.01	0.00
0.18	0.09	0.20
0.18	0.19	0.20
0.18	-0.01	0.10
0.18	0.00	0.09
0.18	-0.01	0.00
0.18	0.09	0.20
0.18	-0.01	0.10
0.18	-0.01	0.10
0.21	2.50	2.60
0.21	0.49	0.50
0.21	0.09	0.20
0.21	0.09	0.10
0.21	0.39	0.40
0.21	-0.01	0.00
0.21	-0.01	0.10
0.21	-0.01	0.10
0.21	-0.01	0.00
0.21	0.00	0.09
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	-0.01	0.00
0.20	0.09	0.10
0.20	0.09	0.20
0.20	-0.01	0.00
0.20	0.09	0.20
0.20	-0.01	0.10
0.20	-0.01	0.10
0.20	-0.01	0.10
0.21	0.50	0.59
0.21	-0.01	0.00
0.21	0.29	0.40
0.21	0.09	0.10
0.21	0.19	0.20
0.21	-0.01	0.00
0.21	0.09	0.10
0.21	-0.01	0.00
0.21	-0.01	0.00
0.21	0.19	0.20
0.21	0.39	0.40
0.21	-0.01	0.10
0.21	0.09	0.10
0.21	0.39	0.40
0.21	0.09	0.10
0.21	0.09	0.10
0.21	-0.01	0.00
0.21	0.19	0.20
0.21	0.09	0.10
0.23	1.49	1.60
0.23	-0.01	0.10
0.23	0.19	0.20
0.25	2.60	2.60
0.25	-0.01	0.00
0.25	-0.01	0.00
0.25	0.09	0.10
0.25	0.09	0.10
0.24	-0.01	0.00
0.24	0.09	0.10
0.27	2.60	2.60
0.27	-0.01	0.00
0.27	0.09	0.20
0.27	-0.01	0.00
0.27	0.29	0.40
0.28	1.30	1.39
0.28	0.09	0.20
0.28	-0.01	0.00
0.29	2.09	2.10
0.29	-0.01	0.10
0.29	0.00	0.09
0.29	0.19	0.20
0.30	0.89	0.90
0.30	0.09	0.20
0.28	0.09	0.10
0.28	0.09	0.10
0.28	-0.01	0.00
0.28	0.19	0.30
0.28	-0.01	0.10
0.29	1.09	1.20
0.29	0.09	0.10
0.30	1.29	1.30
0.30	0.19	0.30
0.31	1.29	1.40
0.33	2.60	2.60
0.33	0.19	0.30
0.35	1.99	2.10
0.36	0.59	0.70
0.36	-0.01	0.10
0.36	0.09	0.10
0.36	0.09	0.10
0.36	-0.01	0.10
0.36	0.49	0.60
0.36	0.09	0.10
0.39	2.60	2.60
0.41	2.50	2.60
0.44	2.60	2.70
0.43	0.49	0.60
0.44	1.09	1.10
0.44	0.09	0.10
0.44	-0.01	0.10
0.44	0.09	0.10
0.44	-0.01	0.10
0.46	2.60	2.60
0.47	0.59	0.60
0.48	0.99	1.10
0.48	-0.01	0.10
0.50	2.60	2.60
